baidu,百度
沁人心脾,动人肺腑
沁人心脾,沁人肺腑
青出于蓝,后来居上
青春,芳华
青葱,青翠
青翠,翠绿
青翠,青葱
青红皁白,是非黑白
青红皁白,是非曲直
青睐,喜爱
青梅竹马,两小无猜
青鸟使,使臣
青鸟使,使者
青鸟术,堪舆术
青天,彼苍
青天白日,光天化日
青蛙,田鸡
青眼,青睐
青云之志,鸿鹄之志
青云直上,平步青云
轻薄,轻浮
轻便,笨重
轻便,简便
轻车熟路,驾轻就熟
轻渎,侮慢
轻渎,亵渎
轻而易举,垂手可得
轻而易举,易如反掌
轻风,微风
轻浮,轻佻
轻浮,庄重
轻忽,忽视
轻活,重活
轻捷,轻盈
轻举妄动,胆大妄为
轻快,轻盈
轻率,草率
轻率下笔,率尔操觚
轻慢,骄易
轻慢,慢待
轻蔑,藐视
轻蔑,轻视
轻巧,轻便
轻巧,轻盈
轻轻,悄悄
轻柔,柔柔
轻伤,重伤
轻视,不放在眼里
轻视,歧视
轻松一下,放松一下
轻佻,轻浮
轻微,轻细
轻微,稍微
轻微,细微
轻细,轻微
轻易,等闲
轻易,苟且
轻易,随便
轻易,随意马虎
轻盈,轻巧
轻重倒置,本末倒置
倾耳细听,洗耳恭听
倾盖论交,车笠之盟
倾盖论交,倾盖定交
倾盖论交,倾盖之交
倾盖之交,倾盖论交
倾家荡产,败尽家业
倾尽国库,悉索敝赋
倾慕,爱慕
倾慕,倾心
倾慕,羡慕
倾慕,醉心
倾盆大雨,滂沱大雨
倾诉,倾吐
倾听,聆听
倾吐,倾诉
倾向,偏向
倾销,推销
倾泻,倾注
倾心,倾慕
倾圯,崩裂
倾轧,排挤
倾注,倾泻
清白,洁白
清偿,了债
清朝,清代
清彻,清澈
清澈,明澈
清澈,清亮
清晨,凌晨
清晨,早晨
清除,断根
清除,排除
清除,肃清
清除,消除
清除,消灭
清楚,清晰
清脆,洪亮
清脆,响亮
清代,清朝
清淡,平淡
清淡,油腻
清点,盘点
清风明月,月白风清
清高,高傲
清高,狷介
清官,赃官
清规戒律,金科玉律
清洁,干净
清洁,洁净
清静,僻静
清静,平静
清静,喧嚣
清苦,贫苦
清苦,清贫
清朗,明朗
清朗,明亮清明
清冷,清凉
清理,清算
清凉,清冷
清亮,清澈
清贫,贫寒
清平世界,太平时世
清癯,清瘦
清扫,打扫
清瘦,清癯
清爽,清新
清水,净水
清算,清理
清算计帐,算帐
清晰,明晰
清晰,清楚
清闲,安闲
清闲,安逸
清闲,空隙
清闲,逍遥
清闲,悠闲
清香,幽香
清心寡欲,欲壑难填
清新,清爽
清醒,苏醒
清秀,娟秀
清秀,秀气
清音,浊音
清幽,幽静
清早,朝晨
清早,清晨
蜻蜓点水,走马观花
情报,谍报
情不自禁,不由自主
情分,情份
情份,情分
情感,感情
情感,情绪
情急生智,急中生智
情急智生,急中生智
情景,情形
情况,环境
情况,情形
情况,状况
情理,道理
情面,人情
情趣,情味
情人,恋人
情势,形式
情素,情愫
情愫,情素
情态,神态
情天孽海,深仇大恨
情同骨肉,亲如手足
情同骨肉,情同手足
情同手足,情同骨肉
情投意合,心心相印
情形,景象
情形,景遇
情形,情况
情绪,情感
情绪,心情
情义,情谊
情义,情意
情谊,交谊
情谊,情义
情谊,情意
情谊,友情
情谊,友谊
情意,情义
情意,心意
情有独锺,情之所锺
情愿,甘心
情愿,宁愿
情之所锺,情有独锺
晴朗,阴沉
晴天,好天
擎天撼地,震天撼地
擎天一柱,砥柱中流
顷刻,刹那
顷刻,瞬息
顷刻,须臾
请安,存候
请安,存问
请假,告假
请柬,请帖
请教,就教
请教,讨教
请客,宴客
请求,恳求
请求,要求
请帖,请柬
请援,讨救
请愿,示威
庆贺,道贺
庆贺,庆祝
庆贺,祝贺
庆幸,光荣
庆祝,庆贺
罄竹难书,擢发难数
穷究,深究
穷苦人,穷鬼
穷苦相,穷相
穷困,贫困
穷力尽心,仁至义尽
穷人,贫民
穷人,穷汉
穷山垩水,穷乡僻壤
穷奢极欲,骄奢淫逸
穷途末路,断港绝潢
穷途末路,走投无路
穷乡僻壤,穷山恶水
穷巷,僻巷
穷凶极恶,悲天悯人
穷源竟委,穷源溯流
穷源溯流,穷源竟委
穷则思变,墨守陈规
茕居,独居
琼浆,美酒
秋风,金风抽丰
秋高气爽,天高气爽
秋毫无犯,耕市不惊
秋季,春季
秋蓬,飘蓬
秋日,秋天
秋色,春色
秋扇见捐,蘼芜路断
秋天,秋季
秋天景色,秋景
囚禁,软禁
囚首垢面,不修边幅
囚徒,阶下囚
求告,哀告
求过于供,供不应求
求和,乞降
求教,请教
求名求利,名利双收
求乞,叫化
求全,责备
求全谴责,斥责
求全谴责,责怪
求全谴责,责骂
求全谴责,责难
求全责备,吹毛求疵
求饶,讨饶
求神拜鬼,拜鬼求神
求实,务实
求贤若渴,爱才如命
求贤若渴,爱才若命
求学,肄业
求之不得,梦寐以求
求助,乞助
泅水,拍浮
区别,差别
区别,区分
区分,辨别
区区,戋戋
驱策,驱使
驱驰,奔走
驱赶,驱逐
驱散,遣散
驱使,差遣
驱使,驱策
驱使,使令
驱逐,摈除
驱逐,遣散
驱逐,驱赶
屈从,服从
屈从,屈服
屈打成招,私刑逼供
屈服,屈从
屈服,屈就
屈驾,劳驾
屈曲,愚昧
屈辱,辱没
屈指可数,寥寥可数
祛病延年,延年益寿
趋附者众,趋之若鹜
趋附者众,如蚁附膻
趋势,趋向
趋向,趋势
趋之若鹜,趋附者众
曲岸,曲堤
曲堤,曲岸
曲稿,唱本
曲解,歪曲
曲解,误解
曲谱,乐谱
曲曲折折,弯弯曲曲
曲说,偏言
曲折,盘曲
曲折,崎岖
曲折,弯曲
曲折,弯曲勉强
曲折,迂回
曲折小路,羊肠小道
曲直,是曲
曲终奏雅,美满收场
取出,掏出
取代,代替
取代,庖代
取得,获得
取得根据,立定脚跟
取缔,取消
取暖和,取暖
取舍,弃取
取消,撤消
取消,打消
取消,勾销
取消,作废
取销,取消
取信,守信
取长补短,扬长避短
娶妻,授室
娶妾,纳宠
龋齿,蛀牙
去处,行止
去处,去向
去路,来路
去年,客岁
去世,归天
去世,逝世
去世,死
去世,作古
去伪存真,披沙拣金
去职,离职
阒寂无声,万籁俱寂
阒寂无声,鸦雀无声
趣话,妙语
趣味,兴趣
趣闻,妙闻
圈套,骗局
圈外人,第三者
权柄,权益
权贵,显贵
权衡,衡量
权力,权利
权利,权力
权利,权益
权门,豪门
权谋,机谋
权且,姑且
权势,势力
权势巨子,权威
权术,权谋
权威,权势巨子
权威,威望
权要,官僚
全部,全数
全部,全体
全部,扫数
全部,所有
全部,悉数
全副,全部
全集,选集
全军,三军
全军尽没,全军覆没
全靠,端赖
全力以赴,竭尽全力
全力以赴,尽心尽力
全面,片面
全面,周全
全能,万能
全神贯注,聚精会神
全世界,全球
全是,满是
全体,全部
全无分别,一丘之貉
全无所闻,一无所知
全心,经心
全心全意,诚心诚意
全心全意,鞠躬尽瘁
全心全意,一心一意
全心全意,真心实意
全心全意,专心致志
全愈,病愈
泉台,墓穴
泉源,根源
泉源,来源
拳拳,惓惓
痊愈,康复
惓惓,拳拳
蜷缩,伸直
犬牙交错,错落有致
犬牙交错,犬牙相制
犬牙交错,长短不一
犬牙交错,纵横交错
犬牙相制,犬牙交错
劝导,疏导
劝告,奉劝
劝告,劝说
劝解,劝慰
劝戒,规劝
劝诫,劝戒
劝善,惩恶
劝说,劝告
劝说,挽劝
劝慰,安慰
劝阻,劝止
缺点,错误谬误
缺点,缺陷
缺点,弱点
缺点,瑕玷
缺乏,缺少
缺课,旷课
缺漏,罅漏
缺勤,出勤
缺少,短少
缺少,贫乏
缺少,缺乏
缺席,出席
缺陷,缺点
却是,倒是
雀斑,斑点
雀瘢,雀斑
确当,的当
确定,肯定
确切,切当
确切,切实
确切,确实
确切不移,千真万确
确实,的确
确实,确切
确凿,确实
群策群力,集思广益
群策群力,齐心协力
群丑跳梁,群魔乱舞
群魔乱舞,群丑跳梁
群众,大众
然而,但是
髯毛,胡须
燃眉之急,迫在眉睫
燃烧,熄灭
染指,介入
让步,退让
让步,妥协
让开,闪开
饶富,富足
饶恕,宽恕
扰乱,捣乱
扰乱,侵扰
扰乱,骚动扰攘侵犯
惹火烧身,招灾惹祸
惹恼,触怒
惹人,引人
惹事,生事
惹事生非,无事生非
惹是生非,无事生非
热爱,酷爱
热潮,高潮
热忱,热情
热诚,热忱
热诚,真诚
热带,寒带
热点,热门
热乎,热呼
热乎乎,暖洋洋
热乎乎,热呼呼
热呼,热乎
热呼呼,热乎乎
热火朝天,如火如荼
热剌剌,热辣辣
热辣辣,热剌剌
热泪盈眶,百感交集
热烈,强烈热闹
热烈,热闹
热门,抢手
热门,热点
热闹,繁华
热闹,热烈
热气腾腾,热火朝天
热情,热忱
热心,热情
热战,冷战
热中,热衷
热衷,热中
人不知;鬼不觉,不知不觉
人才,人材
人才济济,人才辈出
人材,人才
人道,人性
人地相宜,地利人和
人定胜天,谋事在人
人多口杂,七言八语
人多口杂,七嘴八舌
人多势众,单枪匹马
人浮于事,杯水车薪
人浮于事,僧多粥少
人给家足,丰衣足食
人工流产,打胎
人喊马嘶,人困马乏
人祸,天灾
人间,人世
人杰地灵,地灵人杰
人尽其才,量才录用
人口,生齿
人老珠黄,老树枯柴
人力车,黄包车
人民,国民
人命关天,草菅人命
人强马壮,兵强马壮
人情,情面
人情冷暖,世态炎凉
人情世故,人之常情
人去楼空,室迩人遐
人山人海,摩肩接踵
人寿年丰,繁荣昌盛
人算不如天算,千算万算，不值天一划
人为,报酬
人为,工钱
人为,工资
人心不古,世道沦亡
人心涣散,一盘散沙
人心所向,众矢之的
人性,人道
人性,兽性
人烟,火食
人员,职员
人缘,分缘
人云亦云,吠形吠声
人云亦云,随声附和
人造,天然
人证,物证
人之常情,人情世故
人中表表,铁中铮铮
仁慈,残忍
仁慈,善良
仁义道德,豺狼成性
仁政,暴政
仁至义尽,穷力尽心
忍不住,不由得
忍苦,吃苦俭朴
忍耐,忍受
忍气吞声,忍无可忍
忍让,谦让
忍辱负重,委曲求全
忍辱含垢,含垢忍辱
忍受,忍耐
忍无可忍,忍辱负重
忍尤含诟,含垢忍辱
荏弱,柔弱
认敌为友,认贼为子
认可,承认
认识,看法
认识,熟悉
认为,以为
认贼为子,认敌为友
认帐,赖帐
认真,当真
认真,卖力
认真,仔细
任劳任怨,怨天尤人
任命,录用
任凭,听凭
任其自然,听之任之
任人唯亲,任人唯贤
任人唯贤,任人唯亲
任务,使命
任务,义务
任性,率性
任意,肆意
任意,随便
任意,随意率性
任意,恣意
妊妇,孕妇
妊娠,怀胎
扔弃,抛弃
仍旧,仿照照旧
仍旧,仍然
仍旧,如故
仍旧,依旧
仍然,依然
仍是,还是
日班,夜班
日常,平常
日后,往后
日积月累,穷年累月
日记,日志
日久天长,经年累月
日就衰败,每况愈下
日暮途穷,山穷水尽
日趋,日益
日上三竿,半夜三更
日食,日蚀
日蚀,日食
日新月异,一日千里
日曜日,星期日
日夜,昼夜
日夜勉,夙夜匪懈
日益,日趋
日月如梭,光阴似箭
日志,日记
日中则昃,盛极必衰
戎狄,蛮夷
戎行,军队
戎机,军事机密
戎马,兵马
戎衣,军装
荣幸,幸运
荣幸,侥幸
荣耀,光彩
荣耀,光荣
荣誉,声誉
容光焕发,精神抖擞
容貌,面貌
容纳,包容
容许,允许
容易,轻易
容隐,包庇
溶化,熔解
溶解,消融
熔化,融化
融合,交融
融合,融会
融化,熔化
融化,消融
融会,畅通领悟
融会,交融
融会,融合
融洽,和谐
冗赋,杂税
冗杂,烦复
冗杂,芜杂
冗长,冗杂
柔美,优美
柔嫩,娇嫩
柔嫩,柔滑
柔嫩,优柔
柔柔,轻柔
柔软,柔嫩
柔弱,懦弱
柔弱,荏弱
柔顺,和婉
蹂躏,践踏
蹂躏踹踏,踩踏辚轹
肉搏,搏斗
肉瘤,赘瘤
肉痛,心痛
如出一辙,千篇一律
如此,如斯
如法泡制,照猫画虎
如法炮制,依样画葫芦
如果,假如
如果,若是
如何,若何
如何了局,伊于胡底
如何是好,如之奈何
如获至宝,大喜过望
如饥似渴,迫不及待
如胶似漆,胶漆相投
如胶似漆,水乳交融
如今,现在
如狼似虎,凶神恶煞
如雷贯耳,如雷灌耳
如雷灌耳,如雷贯耳
如梦初醒,恍然大悟
如日方升,江河日下
如日方升,蒸蒸日上
如丧考妣,如失父母
如失父母,如丧考妣
如实,照实
如拾草芥,俯拾地芥
如数家珍,一五一十
如斯,如此
如同,好像
如同,犹如
如下,以下
如兄如弟,情同手足
如许,多么
如许,这样
如影随行,形影不离
如有,若有
如鱼得水,瓮中之鳖
如约,践约
如约,履约
如之奈何,如何是好
如醉如痴,自我陶醉
如坐针毡,芒刺在背
如坐针毡,坐立不安
儒教,孔教
孺慕,渴念
乳臭未干,黄口孺子
乳臭未干,年幼无知
辱没,屈辱
入不敷出,绰绰有余
入地,上天
入耳,中听
入国问俗,入境问禁
入境,出境
入境问禁,入国问俗
入口,进口
入寇,犯境
入款,进款
入列,出列
入迷,出神
入眠,入睡
入木三分,鞭辟入里
入木三分,力透纸背
入世,出世
入手,动手
入睡,入眠
入伍,参军
入伍,退伍
入席,退席
入选,当选
入学,退学
入夜,天黑
入院,出院
入坐,入座
入座,入坐
软化,硬化
软禁,囚禁
软禁,幽禁
软弱,薄弱虚弱
软弱,脆弱
软梯,绳梯
软土深掘,得寸进尺
软硬兼取,敲榨勒索
锐利,锋利
锐意,克意
润滑,光滑
润色,润饰
润饰,修饰
润泽,滋润
润泽津润,滋润
若何怎样,奈何
若即若离,不即不离
若明若暗,泾渭分明
若明若暗,雾里看花
若有,如有
若有若无,若隐若现
弱肉强食,以强凌弱
弱小,强大
洒泪,挥泪
洒脱,潇洒
撒谎,扯谎
撒谎,说谎
撒酒疯,发酒疯
撒泼,撒野
撒手,放手
撒手尘寰,溘然长逝
撒野,撒泼
塞翁失马,因祸得福
鳃鳃过虑,杞天之忧
赛过,胜过
赛马,跑马
赛跑,竞走
赛舟,竞渡
三、,3、
三番五次,接二连三
三回九曲,三回九转
三回九转,三回九曲
三军,全军
三令五申,再三告诫
三千珠履,宾客盈庭
三三两两,人山人海
三生有幸,福星高照
三思而行,深思熟虑
三五成群,成群结队
三言两语,言简意赅
三言两语,一言半语
三足鼎立,鼎足之势
散播,散布
散布,分布
散布,漫衍
散步,漫步
散发,分发
散发,披发
散会,开会
散伙,拆伙
散伙,搭伙
散伙,分伙
散乱,狼藉
散漫,涣散
散失,流失
散佚,散逸
散逸,闲逸
桑田,沧海
丧父,失怙
丧家之犬,漏网之鱼
丧尽天良,丧心病狂
丧母,失恃
丧气,沮丧
丧失,损失
丧事,凶事
丧心病狂,丧尽天良
搔首弄姿,卖弄风骚
骚动,纷扰
骚乱,动乱
扫除,打扫
扫除,拂拭
扫除,清除
扫径以待,倒履相迎
扫墓,省墓
扫视,审视
扫尾,收尾
扫兴,败兴
扫兴,失望
色采,色彩
色彩,色采
色彩,颜色
色厉内荏,外强中干
色授魂与,心醉情移
色调,色彩
色泽,光彩
森林,丛林
森严,威严
僧多粥少,人浮于事
僧人,和尚
杀害,戕害
杀害,杀戮
杀鸡骇猴,杀一儆百
杀鸡取卵,不留余地
杀鸡取卵,竭泽而渔
杀鸡取卵,饮鸠止渴
杀戮,殛毙
杀戮,屠戮
杀戮,屠杀
杀人不眨眼,杀人不见血
杀人如麻,救死扶伤
杀人越货,舍己为人
杀身成仁,成仁取义
杀身成仁,视死如归
杀尾,煞尾
杀一儆百,杀一警百
杀一警百,杀一儆百
沙岸,沙滩
沙场,疆场
沙锅,砂锅
沙壶,砂壶
沙浆,砂浆
沙漠,戈壁
沙滩,沙岸
沙糖,砂糖
沙哑,嘶哑
沙鱼,鲨鱼
砂锅,沙锅
砂壶,沙壶
砂浆,沙浆
砂糖,沙糖
鲨鱼,沙鱼
傻里傻气,笨头笨脑
歃血为盟,沥血以誓
煞费苦心,费尽心血
煞尾,杀尾
霎时,刹那
霎时,顷刻
霎时,瞬间
筛选,挑选
山查,山楂
山川,山水
山颠,山巅
山巅,山颠
山洞,岩穴
山峰,山岳
山高水长,天长地久
山公,猴子
山河,江山
山君,老虎
山林隐士,野鹤闲云
山门,庙门
山盟海誓,金石之盟
山盟海誓,信誓旦旦
山穷水尽,穷途末路
山穷水尽,日暮途穷
山人,隐士
山水,山川
山楂,山查
山寨,盗窟
删节,删省
删省,删节
姗姗来迟,捷足先登
舢板,舢舨
舢舨,舢板
煽动,鼓动
煽动,煽惑
煽动,怂恿
煽惑,煽动
闪电战,霹雳战
闪动,明灭
闪动,闪烁
闪开,让开
闪烁,闪耀
闪烁,闪灼
闪烁其词,讳莫如深
闪烁其词,深加隐讳
闪烁其辞,直言不讳
闪耀,闪烁
闪灼,闪动
闪灼,闪耀
讪笑,嘲笑
善报,恶报
善策,良策
善恶不分,黑白不分
善良,仁慈
善门难开,好人难做
善人,恶人
善始善终,有始有终
善始善终,有头有尾
善士,慈善家
善意,好心
善于,擅长
善于,长于
善者神佑,吉人天相
善自为谋,自作打算
缮写,抄录
缮写,抄写
擅权,专权
擅长,善于
擅自,私行
擅自,私自
膳食,炊事
赡养,奉养
赡养,供养
赡养,养活
赡养费,米饭钱
伤风,感冒
伤风败俗,移风易俗
伤风败俗,有伤风化
伤弓之鸟,惊弓之鸟
伤害,损害
伤害,损伤
伤害,危险
伤时感事,忧国忧民
伤天害理,丧尽天良
伤心,悲伤
商朝,商代
商代,商朝
商店,商铺
商店,市肆
商定,约定
商量,筹议
商量,磋商
商量,磋议
商量,商议
商量,商酌
商榷,商议
商讨,参议
商讨,商榷
商讨,商议
商业,贸易
商议,商讨
赏赐,恩赐
赏赐,犒赏
赏罚,奖惩
赏格,悬赏
赏给,赐给
赏光,赏脸
赏脸,赏光
赏识,欣赏
赏心悦目,心旷神怡
赏月,弄月
上班,下班
上不着天;下不着地,水落石出
上策,下策
上层,下层
上次,前次
上当,受骗
上帝,天主
上方宝剑,尚方宝剑
上风,下风
上风,优势
上彀,上网
上行,下行
上行下效,言传身教
上级,下级
上将,大将
上进,长进
上款,下款
上来,下去
上流,下流
上马,下马
上面,下面
上品,下品
上情,下情
上山作贼,落草为寇
上身,下身
